id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
3990,p,3.77,x,t,n,f,s,c,p,5.63,9.99,,,w,,n,t,z,,d,a
3991,p,4.36,x,i,e,f,,,e,4.74,5.82,,,e,,,f,f,n,d,a
3992,e,12.88,f,s,u,f,x,,n,6.81,21.66,,,n,,,f,f,,d,w
3993,p,13.05,x,h,o,f,e,,w,17.76,18.23,s,y,w,u,w,t,g,,d,a
3994,e,8.23,p,s,w,f,e,c,g,5.01,13.62,,,w,,w,t,e,,m,a
3995,p,3.76,b,t,n,f,x,c,p,4.72,3.74,,i,g,,,f,f,,m,a
3996,e,4.12,b,g,n,f,x,d,w,4.75,3.42,,,y,,,f,f,,g,u
3997,p,4.45,x,h,y,f,a,c,y,5.77,7.17,,g,o,,,f,f,,g,a
3998,e,6.91,s,t,p,t,d,c,o,5.48,16.39,,,w,,,f,f,,d,a
3999,e,12.23,x,s,w,t,e,,g,10.01,18.34,s,,w,,,t,r,,m,u
4000,p,2.94,f,w,n,t,d,c,n,3.83,6.21,,,n,,,f,f,,d,a
4001,p,6.05,b,k,n,f,a,c,n,5.6,7.08,,i,n,,,t,,,d,u
4002,p,6.74,f,h,e,f,x,,w,13.72,7.06,r,g,n,,,f,f,,d,a
4003,e,11.27,x,h,n,t,p,,y,7.31,22.75,,,n,,,f,f,,d,a
4004,p,16.17,x,g,e,f,e,,w,16.63,16.81,s,y,w,u,w,t,g,,d,w
4005,e,6.1,c,h,n,f,e,,w,12.15,12.82,,s,w,u,w,f,f,,d,a
4006,e,5.86,x,s,b,f,x,c,w,7.03,8.33,,s,n,,,f,f,,l,u
4007,e,5.39,x,h,n,f,x,c,w,5.59,5.94,,s,n,,,t,r,,d,w
4008,p,5.37,f,,n,f,d,c,w,5.11,9.98,b,,n,,,f,f,,l,a
4009,p,2.78,f,w,p,f,a,,r,4.78,5.63,,t,y,,,f,f,,m,a
4010,p,6.08,s,d,e,t,d,c,w,5.32,6.86,,,e,,,f,f,,d,a
4011,e,10.11,f,s,n,f,x,,n,7.07,19.0,,,p,,,f,f,,d,a
4012,p,7.32,x,y,w,t,,,g,8.05,14.73,s,,w,,,t,l,,g,a
4013,e,9.48,f,y,w,f,e,c,p,14.97,12.79,,s,w,,,t,e,,u,u
4014,p,5.88,s,t,n,f,x,c,y,5.88,15.77,,,y,,,f,f,,d,a
4015,e,4.98,f,h,o,f,a,d,y,7.0,5.24,,s,o,,,f,f,,d,a
4016,e,8.41,f,y,n,f,e,c,p,4.11,11.72,,,w,,,t,l,,w,a
4017,e,1.52,c,g,n,f,a,,g,4.81,1.36,,,g,,,f,f,,l,u
4018,p,1.97,f,t,y,f,,,y,8.05,3.31,,,y,,,f,f,,g,a
4019,p,3.55,x,i,e,f,,,e,4.98,5.38,,,e,,,f,f,n,d,a
4020,p,3.78,f,y,n,f,e,c,w,5.3,3.35,,k,w,,,t,e,,m,a
4021,p,7.71,x,y,w,t,,,g,8.28,14.08,s,,w,,,t,l,,d,a
4022,p,2.92,f,w,y,f,a,,r,4.86,5.51,,t,r,,,f,f,,d,a
4023,e,4.37,f,h,n,f,,c,k,7.05,7.03,,s,w,,w,f,f,k,d,a
4024,e,51.91,o,y,e,f,p,,y,6.66,35.29,,k,y,,,f,f,,d,w
4025,p,1.48,b,h,n,f,a,,n,4.58,1.48,,t,n,,,f,f,,h,u
4026,p,5.75,x,,w,f,,c,g,3.93,13.82,,,y,,,f,f,,d,a
4027,p,6.63,s,d,y,f,d,c,o,3.94,7.03,,,y,,,f,f,,h,u
4028,e,7.69,s,l,w,f,d,,w,3.55,8.62,,,w,,,f,f,,d,u
4029,p,5.83,b,d,n,f,d,c,y,4.72,7.09,,i,y,,,t,,,d,a
4030,e,9.41,x,i,n,t,e,,p,8.05,16.39,,y,w,,,t,p,,d,a
4031,p,21.69,f,g,k,f,p,,y,5.39,43.93,,,n,,,f,f,,d,a
4032,e,11.86,s,t,o,t,d,c,o,6.0,17.71,,,w,,,f,f,,d,u
4033,p,12.0,x,y,o,f,a,,y,10.75,24.11,r,,y,,,t,r,n,d,a
4034,p,9.36,f,,n,f,x,c,w,9.94,12.09,r,i,w,,,f,f,,h,a
4035,p,1.98,b,,g,f,a,,g,4.97,1.89,,s,n,,,f,f,,d,a
4036,p,2.38,x,g,e,f,a,,w,6.78,2.45,,,n,,,f,f,,d,a
4037,e,3.75,x,h,n,f,a,d,n,5.32,3.56,,t,w,,,t,l,,d,w
4038,p,7.11,f,d,e,t,d,c,y,7.0,9.63,,,n,,,f,f,,d,u
4039,p,10.01,p,,n,f,p,,w,8.83,25.38,c,,n,,,f,f,w,d,a
4040,p,10.18,x,e,y,t,p,,o,6.67,13.93,,,n,,,f,f,,d,a
4041,p,10.64,o,,n,f,f,f,f,4.58,25.17,,g,n,,,f,f,,d,s
4042,e,2.93,x,d,e,f,a,c,e,4.54,6.35,,,e,,,f,f,,g,u
4043,p,7.93,f,h,r,f,,c,w,10.73,14.44,,,w,u,w,t,g,,d,a
4044,e,7.0,x,d,o,f,d,d,o,6.11,13.54,,,w,,,f,f,,d,w
4045,p,2.67,s,w,u,f,a,c,u,5.17,5.27,,,u,,,f,f,,d,u
4046,e,7.37,x,t,y,f,p,,y,8.54,15.68,,,y,,y,t,,,d,u
4047,p,3.44,f,,w,f,x,c,p,8.42,3.55,,,n,,,f,f,,l,a
4048,e,3.55,x,h,n,f,,c,n,6.78,6.8,,s,w,,w,f,f,k,d,u
4049,p,4.61,b,y,n,f,s,c,u,5.61,8.07,,y,n,,,t,e,k,m,a
4050,e,2.24,x,,u,f,,d,u,5.91,4.18,,,w,,,f,f,,d,a
4051,p,2.1,p,t,n,f,a,c,g,5.93,2.45,,t,y,,,t,e,,m,u
4052,p,7.96,b,y,w,f,,,k,13.86,15.72,,,w,,,f,f,,g,a
4053,e,7.31,x,t,y,f,p,,y,7.24,14.75,,,y,,y,t,,,d,a
4054,p,8.1,s,d,e,t,d,c,y,5.77,9.43,,,e,,,f,f,,d,a
4055,p,0.92,x,g,w,f,a,d,w,2.59,1.38,,,e,,,f,f,,l,a
4056,p,2.58,x,y,n,f,a,,w,4.66,3.41,,,y,,,f,f,,d,a
4057,p,6.1,x,s,r,t,s,d,r,5.92,14.68,r,y,n,,,f,f,,d,u
4058,p,4.95,x,,y,f,s,d,y,4.93,10.26,,i,y,,,f,f,,d,a
4059,e,1.61,x,g,n,f,d,,w,5.82,1.99,,t,y,,,f,f,,g,u
4060,e,3.86,f,t,n,f,d,,o,5.97,7.13,,t,w,,,f,f,,d,a
4061,e,11.88,s,,w,t,d,c,w,5.99,24.53,,,w,,,f,f,,d,u
4062,p,4.78,f,t,n,f,x,c,p,6.01,4.72,,i,n,,,f,f,,m,a
4063,e,18.58,x,e,n,f,a,c,w,9.47,25.65,s,,w,,,f,f,,l,u
4064,p,1.74,b,g,y,f,,c,n,4.87,2.4,,,n,,,f,f,,d,u
4065,p,2.6,x,g,n,f,a,,w,7.09,2.55,,,n,,,f,f,,d,u
4066,p,6.74,x,i,y,f,a,c,k,9.28,8.2,,i,n,,k,t,z,k,g,u
4067,e,8.26,x,h,n,f,p,d,y,8.12,13.18,,s,n,,,f,f,,d,u
4068,p,6.07,x,e,e,f,a,,y,8.02,9.51,,,y,,w,t,z,,d,a
4069,p,2.17,p,t,n,f,a,c,n,7.32,2.46,,t,y,,,t,e,,m,u
4070,e,7.53,p,s,w,f,e,c,p,5.31,13.05,,,w,,w,t,e,,g,u
4071,p,7.29,s,h,n,t,d,,g,4.39,11.74,,t,n,,,f,f,,d,a
4072,p,10.44,f,h,y,f,s,,y,7.26,17.42,,i,n,,,f,f,,d,u
4073,p,4.21,b,t,n,f,x,c,p,5.64,4.24,,i,n,,,f,f,,d,u
4074,p,4.98,x,,w,f,,c,r,3.22,12.2,,,y,,,f,f,,d,a
4075,p,3.23,b,,k,f,a,,k,7.91,2.72,,,n,,w,f,f,k,g,u
4076,p,2.79,b,y,e,f,e,c,w,4.48,3.46,,k,w,,,t,e,,m,a
4077,p,10.41,x,w,p,f,s,c,p,4.84,10.9,,,p,,,f,f,,d,w
4078,e,1.68,c,g,n,f,a,,g,5.03,1.42,,,g,,,f,f,,d,u
4079,p,17.54,x,d,o,f,p,,y,4.96,36.15,,,n,,,f,f,,d,a
4080,p,2.01,b,g,n,f,,c,n,5.28,3.38,,,n,,,f,f,,g,u
4081,p,2.22,p,t,n,f,a,c,n,7.88,2.46,,t,y,,,t,e,,m,a
4082,p,7.38,f,h,n,f,x,,w,15.11,7.06,r,g,n,,,f,f,,d,a
4083,p,3.21,b,,y,f,a,,k,8.56,2.64,,,g,,w,f,f,k,g,a
4084,p,3.29,x,,n,f,x,c,p,7.87,4.3,,,p,,,f,f,,d,a
4085,e,14.86,x,t,n,f,a,d,y,7.29,21.98,,,w,,,f,f,w,d,a
4086,p,7.85,s,,o,t,d,,o,3.99,11.49,,,w,,,t,f,,d,a
4087,p,4.0,x,h,y,f,a,c,y,5.85,6.96,,g,y,,,f,f,,g,u
4088,e,9.46,p,i,n,t,e,,p,8.61,17.1,,y,w,,,t,p,,l,a
4089,e,9.88,x,h,y,f,p,,y,6.59,14.98,,,y,,y,t,,,d,u
4090,p,2.36,x,i,k,f,a,,p,3.45,2.37,,,w,,,f,f,p,g,a
4091,e,6.71,f,h,k,f,s,d,w,5.56,9.82,,s,g,,,f,f,,d,u
4092,e,6.55,f,y,n,f,e,c,p,4.71,12.23,,,w,,,t,r,,w,a
4093,e,9.06,x,,n,t,,,w,9.71,16.9,b,,w,u,w,t,g,,d,a
4094,e,7.99,f,l,w,f,d,,p,3.8,9.09,,,w,,,f,f,,g,u
4095,p,3.13,b,d,r,f,a,,y,5.02,5.72,,t,y,,,f,f,,d,a
4096,e,8.56,x,d,n,t,p,,y,6.75,13.21,,,y,,,f,f,,d,u
4097,p,3.13,f,s,g,f,d,c,w,2.92,6.47,,,w,,,f,f,,g,u
4098,p,14.86,x,t,g,t,d,c,n,5.62,27.62,,,r,,,f,f,,l,a
4099,e,8.18,x,h,y,f,p,,y,7.01,13.12,,,y,,y,t,,,d,u
4100,e,10.99,x,h,n,t,p,,y,7.13,21.27,,,n,,,f,f,,d,u
4101,e,8.97,s,t,o,t,d,c,o,6.36,17.7,,,w,,,f,f,,d,u
4102,e,8.02,x,,n,f,a,,w,9.27,16.54,,,w,,,f,f,,d,a
4103,p,3.77,x,t,o,f,a,c,n,4.66,5.25,,y,n,,,t,z,,d,w
4104,e,8.24,x,d,n,t,p,,y,8.1,16.16,,,y,,,f,f,,d,a
4105,p,2.25,x,g,e,f,a,,p,6.54,2.41,,,n,,,f,f,,d,u
4106,p,3.37,s,w,o,t,d,c,y,4.44,6.46,,,n,,,f,f,,d,u
4107,p,3.67,x,i,e,f,,,e,4.54,4.66,,,e,,,f,f,n,d,a
4108,e,7.55,f,h,o,f,s,,n,9.16,14.17,,t,n,,,f,f,,d,a
4109,e,3.09,x,h,n,f,,c,n,5.84,6.77,,s,w,,w,f,f,k,d,u
4110,e,3.58,b,y,n,f,,c,n,6.46,3.25,,,w,,,f,f,,d,u
4111,e,10.15,s,t,w,t,d,c,o,5.92,17.21,,,w,,,f,f,,d,u
4112,e,4.96,f,y,g,f,s,,g,4.73,7.43,,,w,,,f,f,,d,a
4113,e,4.29,b,g,n,f,a,d,g,4.97,3.48,,s,g,,,f,f,,d,s
4114,e,9.43,x,s,n,f,a,d,w,8.73,12.73,,i,w,,,t,,w,d,a
4115,e,8.83,s,,n,f,,,w,4.62,25.92,,,n,,,f,f,,d,a
4116,p,2.35,b,,n,f,a,,g,4.57,2.44,,s,g,,,f,f,,d,u
4117,e,5.6,f,y,g,f,s,,w,4.62,7.66,,,w,,,f,f,,d,u
4118,p,0.98,b,t,n,f,,c,g,3.81,2.72,,,n,,,t,f,,g,a
4119,e,4.21,x,,n,f,,c,n,6.14,6.71,,s,w,,,f,f,k,d,u
4120,p,5.59,p,s,g,f,,,g,8.44,10.16,,s,w,,,t,z,,g,a
4121,e,7.96,f,,l,f,d,c,w,2.47,12.57,,,w,,,f,f,,d,a
4122,e,6.24,f,s,n,f,s,c,w,4.78,9.55,b,i,w,,,f,f,,d,a
4123,e,9.11,f,y,n,f,,,w,6.29,20.31,b,,n,,w,t,e,,d,w
4124,p,3.81,f,w,u,f,a,c,g,6.02,6.29,,s,u,,,f,f,,d,a
4125,p,7.15,b,t,w,f,e,c,w,11.89,12.02,,y,w,u,w,t,e,,d,a
4126,e,10.94,f,,l,f,d,c,y,2.38,12.15,,,w,,,f,f,,d,a
4127,p,9.49,x,t,p,t,d,c,p,8.6,16.25,,,p,,,t,f,,d,a
4128,e,5.32,f,l,n,f,f,f,f,7.25,48.01,,,n,,,f,f,g,l,a
4129,p,3.81,s,w,o,t,d,c,n,3.56,6.19,,,n,,,f,f,,d,u
4130,p,7.22,x,d,n,t,d,c,y,7.18,9.88,,,n,,,f,f,,d,u
4131,p,13.17,f,,n,f,e,,w,11.2,15.33,,,w,u,w,t,g,,d,u
4132,p,3.12,f,,u,f,a,,w,3.86,7.37,,,y,,,f,f,,d,a
4133,p,4.08,b,t,n,f,,,n,10.44,6.04,,,w,,,t,,k,g,w
4134,p,5.99,s,t,n,f,x,c,y,5.67,16.1,,,y,,,f,f,,d,a
4135,p,7.85,x,y,y,f,a,c,n,9.65,10.19,,y,y,,,t,,,d,u
4136,p,17.32,x,d,n,f,d,c,y,5.28,31.27,,k,n,,,f,f,,d,a
4137,e,2.66,b,y,n,f,,c,k,5.99,2.77,,,w,,,f,f,,d,s
4138,p,11.4,s,t,p,t,d,c,b,4.66,23.05,,,g,,,f,f,,d,a
4139,p,1.94,f,i,k,f,a,,p,3.86,2.52,,,w,,,f,f,p,g,u
4140,p,3.33,x,t,n,f,s,c,p,5.75,10.19,,,w,,n,t,z,,d,u
4141,p,2.78,o,,k,f,f,f,f,3.59,15.3,,g,n,,,f,f,,d,u
4142,e,5.81,s,d,o,f,d,d,o,5.72,12.52,,,w,,,f,f,,d,u
4143,p,9.14,x,y,w,t,,,n,8.63,14.44,s,,w,,,t,l,,g,a
4144,p,0.72,x,,o,f,d,,o,3.75,0.96,,,o,,,f,f,w,g,u
4145,p,2.7,f,i,k,f,a,,p,4.24,2.47,,,w,,,f,f,p,g,u
4146,p,1.62,x,k,n,f,,,n,4.77,1.56,,,n,,,f,f,,d,w
4147,e,2.62,b,y,n,f,,c,n,5.92,2.49,,,w,,,f,f,,d,a
4148,e,4.51,x,,w,f,x,c,w,8.22,9.49,b,,w,,w,t,,,d,a
4149,e,12.68,f,s,w,t,e,,n,11.28,17.63,s,,w,,,t,r,,m,u
4150,e,2.66,x,,b,f,,d,u,6.2,4.53,,,w,,,f,f,,d,w
4151,p,5.69,b,k,n,f,d,c,n,5.54,6.06,,i,y,,,t,,,d,u
4152,e,1.06,x,g,n,t,a,,w,5.9,1.05,,,n,,,f,f,,d,a
4153,p,2.89,b,,k,f,a,,n,7.91,2.42,,,g,,w,f,f,k,g,a
4154,p,3.42,f,w,u,f,a,c,u,5.24,4.59,,s,u,,,f,f,,l,a
4155,e,6.6,x,y,n,f,e,c,p,4.11,12.02,,,w,,,t,l,,w,a
4156,p,1.58,x,k,n,f,,,n,5.02,1.6,,,n,,,f,f,,d,s
4157,p,1.62,x,,n,f,,,k,3.91,2.51,,s,n,,,f,f,,d,u
4158,p,4.72,f,k,y,f,p,,n,3.05,4.99,,k,n,,,t,f,,d,u
4159,e,7.59,x,y,n,f,e,c,p,7.23,10.56,,y,n,,,f,f,,d,a
4160,p,4.45,c,k,n,t,x,c,p,5.9,11.08,,,w,,,f,f,,d,a
4161,p,9.22,f,h,r,f,,c,w,10.9,18.12,,,w,u,w,t,g,,d,a
4162,e,6.12,s,,n,f,d,c,w,4.59,7.93,,s,w,,,f,f,,d,u
4163,e,0.81,c,g,e,t,a,,p,5.09,0.82,,,n,,,f,f,,d,u
4164,p,7.02,f,y,u,f,s,c,y,6.24,15.31,,y,u,,,f,f,,d,a
4165,e,5.15,x,l,w,f,d,,p,6.17,9.09,,,w,,,f,f,,g,a
4166,p,6.37,b,s,o,f,e,,k,7.78,8.83,,,k,,,f,f,,g,a
4167,p,12.38,x,s,g,f,s,,y,9.25,17.97,,i,n,,,f,f,,d,a
4168,e,9.83,f,s,w,f,e,c,w,8.8,11.04,,s,w,,,t,e,,d,w
4169,e,9.42,x,t,y,f,p,,y,8.47,15.63,,,y,,y,t,,,d,a
4170,e,2.86,s,y,n,f,a,d,p,8.34,3.74,,i,n,,,f,f,,h,a
4171,e,11.36,x,y,n,t,e,,p,9.01,17.71,,y,w,,,t,l,,d,a
4172,p,3.35,x,t,n,f,s,c,n,7.11,8.97,,,w,,n,t,z,,d,u
4173,p,0.7,x,,o,f,d,,o,4.51,1.08,,,y,,,f,f,w,g,u
4174,p,21.38,f,d,o,f,p,,y,6.58,43.43,,,n,,,f,f,,d,w
4175,e,8.3,f,s,u,f,a,c,w,4.61,14.54,,,w,,,f,f,,d,u
4176,e,1.46,x,g,y,f,d,d,w,2.11,2.47,,,w,,,f,f,,d,a
4177,p,8.87,s,t,p,t,d,c,p,7.63,12.48,,,p,,,t,f,,d,u
4178,p,9.67,s,t,p,t,d,c,p,8.32,15.61,,,p,,,t,f,,d,a
4179,p,5.12,s,,e,t,d,c,w,6.62,5.55,,,n,,,f,f,,d,u
4180,e,3.84,x,d,o,f,a,c,o,6.35,7.17,,,o,,,f,f,,g,w
4181,p,2.88,f,w,o,t,d,c,n,4.54,6.17,,,n,,,f,f,,d,u
4182,p,5.37,o,,e,f,f,f,f,4.06,27.38,,g,n,,,f,f,,d,s
4183,p,4.17,f,w,u,f,a,c,u,6.25,5.52,,s,u,,,f,f,,l,u
4184,p,13.13,x,s,n,t,p,,y,8.76,26.59,c,,y,,,f,f,,d,u
4185,e,3.88,f,t,n,f,d,,o,5.96,7.07,,t,o,,,f,f,,d,a
4186,e,9.52,x,h,y,f,p,,y,7.78,15.83,,,y,,y,t,,,d,a
4187,e,3.8,f,h,n,f,a,d,y,6.31,5.19,,k,o,,,f,f,,d,s
4188,p,1.47,b,h,n,f,a,,n,4.34,1.46,,t,n,,,f,f,,g,u
4189,e,5.96,x,s,n,f,x,c,w,6.2,10.43,,s,n,,,f,f,,l,w
4190,e,3.04,b,y,n,f,,c,n,6.51,3.24,,,w,,,f,f,,d,s
4191,e,1.49,f,w,n,f,,d,g,4.8,2.41,,,w,,,f,f,,d,a
4192,p,2.55,x,d,w,f,d,d,w,2.71,2.38,,h,w,,,f,f,,g,u
4193,p,7.67,b,t,w,f,e,c,w,13.22,13.45,,y,w,u,w,t,e,,d,u
4194,e,3.54,x,s,o,f,a,c,o,5.3,6.59,,,o,,,f,f,,g,u
4195,e,4.88,x,h,o,f,a,d,y,7.04,5.89,,k,o,,,f,f,,d,w
4196,e,7.27,f,s,n,f,s,c,w,6.28,10.33,b,i,n,,,f,f,,g,a
4197,p,6.94,s,d,n,t,d,c,n,6.95,8.64,,,n,,,f,f,,d,a
4198,p,1.62,b,h,n,f,a,,n,4.92,1.71,,t,n,,,f,f,,d,a
4199,p,2.79,f,d,p,f,a,,r,5.02,5.72,,t,y,,,f,f,,d,u
4200,p,12.4,x,s,n,f,s,,p,6.12,17.52,,i,n,,,f,f,,d,u
4201,e,3.04,b,y,n,f,,c,n,6.84,3.38,,,w,,,f,f,,d,a
4202,p,2.83,c,,u,f,a,c,n,4.52,3.78,,i,u,,,f,f,,p,u
4203,e,11.4,x,s,e,f,d,d,w,8.36,12.6,,i,n,,,t,,w,d,w
4204,e,8.74,x,h,n,f,p,d,y,5.84,12.44,,s,n,,,f,f,,d,u
4205,e,4.73,x,y,n,f,s,,y,4.55,8.43,,,w,,,f,f,,d,a
4206,e,6.8,x,,g,f,s,c,g,7.05,20.44,b,,u,,,f,f,,d,w
4207,p,2.41,x,g,e,f,a,,p,6.81,2.36,,,n,,,f,f,,d,u
4208,p,5.73,s,w,y,f,f,f,f,4.63,11.79,,,y,,,f,f,,d,u
4209,p,1.85,x,i,k,f,a,,w,3.48,2.38,,,w,,,f,f,p,g,u
4210,e,6.91,x,d,y,t,p,,y,9.5,17.45,,,y,,,f,f,,d,u
4211,p,2.67,x,g,e,f,a,,w,7.76,2.6,,,w,,,f,f,,d,u
4212,p,6.11,s,d,o,f,d,c,o,3.63,7.06,,,y,,,f,f,,d,a
4213,e,9.18,x,s,n,f,e,c,w,6.96,9.58,,i,w,,,f,f,p,d,u
4214,e,7.02,x,,n,f,a,,w,6.37,13.95,,,g,,,f,f,,g,u
4215,p,2.51,b,t,r,f,a,,r,4.93,4.76,,t,y,,,f,f,,g,u
4216,p,8.38,s,t,p,t,d,c,p,7.68,14.34,,,p,,,f,f,,d,u
4217,e,5.73,x,,y,f,e,,w,5.68,11.94,b,,w,u,w,t,g,,d,a
4218,p,3.48,x,t,n,f,s,c,n,5.45,8.07,,,w,,n,t,z,,d,a
4219,p,2.12,b,g,o,f,,c,n,5.76,3.54,,,n,,,f,f,,m,a
4220,p,1.7,b,,g,f,a,,g,5.24,1.84,,s,g,,,f,f,,d,a
4221,p,3.0,b,,n,f,a,,n,9.28,2.51,,,n,,w,f,f,k,g,u
4222,p,4.62,x,,e,f,,c,g,3.45,11.98,,,y,,,f,f,,d,a
4223,e,6.89,x,d,b,f,d,d,b,6.43,12.47,,,w,,,f,f,,d,w
4224,p,8.3,s,h,g,t,d,,g,4.67,13.26,,t,g,,,f,f,,d,u
4225,e,7.22,p,y,w,f,e,c,k,14.36,10.98,,s,w,,,t,e,,u,w
4226,p,1.64,x,k,n,f,,,n,5.14,1.51,,,n,,,f,f,,g,w
4227,e,8.66,p,y,w,f,e,c,k,21.37,13.13,,s,w,,,t,e,,d,s
4228,p,8.9,x,t,n,f,a,d,w,12.07,33.24,,,w,,,f,f,,d,a
4229,e,3.29,x,h,p,f,a,c,e,3.83,9.29,,,o,,,f,f,,g,w
4230,e,1.37,x,w,g,f,,d,k,4.93,2.29,,,w,,,f,f,,g,a
4231,p,1.39,x,s,y,f,f,f,f,3.25,5.48,,,y,,,f,f,,d,u
4232,p,7.22,b,t,w,f,e,c,w,13.0,13.42,,y,w,u,w,t,l,,d,a
4233,p,2.3,x,g,n,f,a,,p,6.99,2.51,,,n,,,f,f,,d,u
4234,e,10.06,f,y,n,f,,,w,7.61,26.19,b,,n,,w,t,e,,d,a
4235,e,4.04,x,,r,f,d,,r,4.78,7.0,,,r,,,f,f,,l,u
4236,e,8.84,x,s,n,f,e,c,w,7.05,10.44,,i,w,,,f,f,p,d,a
4237,p,1.91,b,,n,f,a,,g,5.43,1.85,,s,n,,,f,f,,d,a
4238,p,10.82,s,t,p,t,d,c,p,5.88,14.82,,,p,,,t,f,,d,a
4239,p,15.45,x,k,n,t,p,,y,8.28,31.97,c,,y,,,f,f,,d,a
4240,e,14.53,s,e,n,f,d,c,w,7.12,24.88,s,,w,,,f,f,,d,a
4241,p,9.48,s,,y,t,d,,o,5.38,13.54,,,w,,,t,f,,d,a
4242,e,5.08,x,t,o,f,a,d,w,7.85,6.54,,k,o,,,f,f,,d,w
4243,p,12.4,o,,e,f,f,f,f,3.75,25.49,,g,n,,,f,f,,d,s
4244,e,3.78,f,s,w,f,d,d,w,3.94,6.05,,,w,,,f,f,,m,w
4245,e,9.65,s,,n,f,,,w,6.92,25.17,,,n,,,f,f,,d,u
4246,e,7.52,x,,g,f,a,,w,6.62,12.42,,,n,,,f,f,,d,u
4247,p,6.0,x,g,n,f,e,,w,7.14,14.01,,y,w,u,w,t,p,,d,u
4248,p,7.06,b,t,w,f,e,c,w,12.44,13.43,,y,w,u,w,t,l,,d,a
4249,e,4.48,x,t,g,f,a,d,w,5.57,3.74,,t,g,,,t,l,,d,a
4250,p,3.06,b,,k,f,a,,k,10.25,2.55,,,n,,w,f,f,k,g,a
4251,e,6.79,x,y,n,f,e,c,p,6.14,9.81,,y,n,,,f,f,,d,u
4252,e,6.27,x,d,e,t,p,,r,5.61,12.33,,,e,,,f,f,,d,u
4253,p,1.61,x,i,l,f,a,,p,4.92,2.63,,,w,,,f,f,p,g,u
4254,e,7.97,f,s,y,f,a,d,w,9.16,13.92,,i,n,,,t,,w,d,w
4255,p,7.72,x,y,n,f,a,c,n,9.4,10.65,,y,n,,,t,,,d,u
4256,e,6.33,x,y,n,f,e,c,p,3.98,9.46,,y,n,,,f,f,,d,a
4257,e,6.92,f,h,n,f,s,,y,9.34,13.03,,i,o,,,f,f,,d,a
4258,p,1.27,x,g,n,f,d,d,n,1.74,2.28,,s,n,,,f,f,,h,u
4259,p,1.67,p,t,n,f,a,c,n,4.17,2.56,,t,y,,,t,e,,m,u
4260,e,4.76,x,,n,f,x,c,n,7.64,4.06,,,w,,,f,f,,d,u
4261,e,8.65,x,t,y,t,x,c,y,8.45,18.79,,,w,,,f,f,,d,a
4262,p,1.71,b,g,y,f,,c,n,6.58,3.38,,,n,,,f,f,,m,a
4263,e,2.04,s,y,n,f,a,d,p,5.7,3.28,,i,n,,,f,f,,h,a
4264,e,7.92,f,t,o,f,s,,n,9.68,13.23,,t,o,,,f,f,,d,a
4265,p,3.61,x,i,e,f,,,e,4.51,5.71,,,w,,,f,f,n,d,a
4266,e,9.45,f,,l,f,d,c,y,2.48,15.13,,,w,,,f,f,,d,w
4267,e,7.12,c,t,n,f,e,,w,13.51,12.5,,s,n,u,w,f,f,,d,a
4268,p,9.15,x,,u,t,x,,u,8.89,20.28,,,u,,u,f,f,,d,a
4269,p,4.88,x,h,o,f,a,c,n,4.96,6.44,,y,n,,,t,z,,d,w
4270,p,2.92,s,d,w,f,d,d,p,3.54,2.45,,h,w,,,f,f,,g,a
4271,p,2.57,f,y,o,f,a,,y,3.11,5.07,,,y,,,f,f,,m,a
4272,p,3.91,x,t,n,f,s,c,n,6.08,9.37,,,w,,n,t,z,,d,u
4273,p,7.85,s,,o,t,d,,o,4.49,12.9,,,w,,,t,f,,d,a
4274,p,1.9,b,,g,f,a,,g,4.98,1.77,,s,n,,,f,f,,d,a
4275,p,3.66,x,t,n,f,s,c,n,5.53,8.0,,,w,,n,t,z,,d,u
4276,p,10.61,x,e,y,t,p,,o,8.07,26.39,,,e,,,f,f,,d,a
4277,e,4.16,x,,n,f,x,c,w,8.24,7.95,b,,n,,w,t,,,g,u
4278,p,11.22,f,t,g,t,d,c,b,4.85,24.92,,,r,,,f,f,,l,a
4279,e,6.25,c,t,n,f,e,,w,12.1,12.64,,s,w,u,w,f,f,,d,u
4280,e,6.34,x,h,n,f,e,,w,13.12,13.1,,s,n,u,w,f,f,,d,u
4281,e,15.24,x,e,n,t,e,,w,10.07,17.28,,,w,,,t,,,g,u
4282,p,5.52,f,d,n,f,d,c,y,5.97,35.04,,k,k,,,f,f,,d,a
4283,e,8.77,o,,n,f,,,w,4.25,22.19,,,n,,,f,f,,d,a
4284,e,7.83,x,d,n,t,p,,r,5.68,12.36,,,e,,,f,f,,d,u
4285,p,8.49,p,g,n,f,e,,w,8.65,15.49,,y,w,u,w,t,p,,d,u
4286,e,5.06,p,,g,f,f,f,f,5.7,19.67,,,n,,,f,f,,d,s
4287,p,11.9,x,h,r,f,,c,w,11.86,18.2,,,w,u,w,t,p,,d,u
4288,p,5.28,f,k,n,f,a,c,y,4.85,5.95,,i,n,,,t,,,d,a
4289,e,5.48,x,l,w,f,d,,w,3.29,6.96,,,w,,,f,f,,d,u
4290,p,3.07,b,y,n,f,,c,g,5.92,4.33,s,s,w,,,f,f,,d,a
4291,p,7.1,o,k,r,f,,c,o,1.48,15.4,,,n,,,f,f,,d,w
